age,educ,competition,lrscale,country,sex,secular,emancipative
70,University level,4,6,233. Estonia,2. Female,.400278,.182315
61,7,3,4,233. Estonia,2. Female,.901667,.598565
62,7,7,5,233. Estonia,2. Female,.29,.626482
65,University level,competition is good,3,233. Estonia,2. Female,.735556,.616945
60,6,competition is good,left,233. Estonia,2. Female,.525834,.560185
66,7,3,6,233. Estonia,2. Female,.456111,.420324
73,5,6,left,233. Estonia,2. Female,.3725,.284167
70,4,5,5,233. Estonia,2. Female,.386944,.517824
73,7,competition is good,left,233. Estonia,2. Female,.248889,.41625
66,7,5,left,233. Estonia,2. Female,.457222,.520417
61,University level,3,3,233. Estonia,1. Male,.664722,.490047
66,5,4,6,233. Estonia,1. Male,.7208329999999999,.541111
62,6,5,5,233. Estonia,1. Male,.346389,.375
60,6,3,6,233. Estonia,1. Male,.515416,.370953
70,7,competition is good,5,233. Estonia,1. Male,.220833,.46375
73,6,3,7,233. Estonia,1. Male,.540833,.415556
69,7,competition is harmful,5,233. Estonia,1. Male,.444445,.374583
64,7,4,4,233. Estonia,1. Male,.429167,.443472
69,8,5,3,233. Estonia,1. Male,.4575,.464028
68,8,2,5,233. Estonia,1. Male,.429722,.366528
65,5,3,6,233. Estonia,1. Male,.423917,.309352
71,4,competition is good,5,233. Estonia,1. Male,.365056,.573053
64,6,6,4,233. Estonia,1. Male,.576241,.535509
61,University level,3,7,233. Estonia,1. Male,.386667,.391991
72,8,competition is good,8,233. Estonia,1. Male,.317778,.531713
65,5,5,5,233. Estonia,1. Male,.275079,.624445
66,University level,7,4,233. Estonia,1. Male,.235,.452592
72,8,5,6,233. Estonia,1. Male,.610834,.479167
68,7,2,left,233. Estonia,1. Male,.580834,.459676
64,University level,3,6,233. Estonia,1. Male,.3875,.110833
69,5,8,2,233. Estonia,1. Male,.65,.318889
61,5,4,5,233. Estonia,1. Male,.61,.240463
73,4,6,3,233. Estonia,1. Male,.5975819999999999,.50625
70,5,6,2,233. Estonia,1. Male,.6899999999999999,.383843
66,4,4,2,233. Estonia,1. Male,.803611,.579352
66,5,3,5,233. Estonia,1. Male,.276945,.412407
67,4,4,4,233. Estonia,1. Male,.3325,.438843
64,4,6,3,233. Estonia,1. Male,.5125,.3875
65,4,6,3,233. Estonia,1. Male,.608333,.537685
62,4,5,5,233. Estonia,1. Male,.388333,.424537
67,4,competition is good,5,233. Estonia,1. Male,.166389,.485834
69,7,competition is good,5,233. Estonia,1. Male,.3325,.52625
65,4,4,6,233. Estonia,2. Female,.5958329999999999,.425926
73,University level,5,5,233. Estonia,2. Female,.232579,.484583
71,5,5,7,233. Estonia,2. Female,.428889,.454074
70,7,4,5,233. Estonia,2. Female,.138056,.335231
72,8,4,6,233. Estonia,2. Female,.498889,.56351
63,7,3,7,233. Estonia,2. Female,.331667,.433935
72,5,4,5,233. Estonia,2. Female,.192778,.096667
69,University level,2,2,233. Estonia,2. Female,.305,.293148
64,5,2,6,233. Estonia,1. Male,.446833,.374444
60,University level,5,5,233. Estonia,2. Female,.32725,.635741
63,5,8,3,233. Estonia,2. Female,.096389,.309074
61,8,7,4,233. Estonia,2. Female,.483334,.6015740000000001
62,7,6,2,233. Estonia,2. Female,.6230560000000001,.454769
72,5,5,3,233. Estonia,2. Female,.137778,.5343059999999999
62,University level,5,7,233. Estonia,2. Female,.525834,.379074
68,7,3,6,233. Estonia,2. Female,.36,.585232
71,7,5,6,233. Estonia,2. Female,.553889,.425926
68,7,6,6,233. Estonia,2. Female,.151667,.339306
71,7,competition is good,3,233. Estonia,2. Female,.18,.53662
74,4,competition is good,6,233. Estonia,2. Female,.068889,.527778
65,6,3,7,233. Estonia,2. Female,.417398,.712408
71,6,5,5,233. Estonia,2. Female,.457222,.235556
25,7,6,left,288. Ghana,1. Male,.3875,.265092
41,3,competition is harmful,2,288. Ghana,1. Male,.430278,.34
32,University level,5,right,288. Ghana,1. Male,.360278,.481482
22,University level,competition is good,9,288. Ghana,1. Male,.290278,.467037
24,University level,competition is good,8,288. Ghana,1. Male,.401945,.580185
24,University level,4,9,288. Ghana,1. Male,.11,.2
26,8,3,8,288. Ghana,1. Male,.123889,.15875
20,4,2,7,288. Ghana,1. Male,.151945,.18912
30,5,5,9,288. Ghana,1. Male,.263334,.200833
50,2,competition is good,left,288. Ghana,1. Male,.290278,.248333
25,7,competition is good,left,288. Ghana,1. Male,.179722,.09625
30,University level,2,8,288. Ghana,1. Male,.486111,.317917
21,4,competition is good,5,288. Ghana,1. Male,.194445,.18287
19,6,competition is good,7,288. Ghana,1. Male,.041389,.171019
52,University level,6,5,288. Ghana,1. Male,.1375,.3125
22,8,3,9,288. Ghana,1. Male,.138333,.40875
34,2,2,2,288. Ghana,1. Male,.180278,.367222
33,University level,competition is good,9,288. Ghana,1. Male,.276111,.353333
34,2,3,2,288. Ghana,1. Male,.194167,.15875
42,7,competition is good,left,288. Ghana,1. Male,.1375,.304583
33,5,competition is good,2,288. Ghana,1. Male,.096945,.323102
30,8,competition is good,2,288. Ghana,1. Male,.083333,.478333
43,5,competition is good,left,288. Ghana,1. Male,.206389,.332083
23,5,3,right,288. Ghana,1. Male,.138611,.234861
18,6,competition is good,7,288. Ghana,1. Male,.540278,.473565
34,3,5,6,288. Ghana,1. Male,.0275,.0275
21,5,competition is harmful,right,288. Ghana,1. Male,.180278,.217176
75,7,2,left,288. Ghana,1. Male,.11,.353333
72,8,competition is good,right,288. Ghana,1. Male,.138333,.375
48,6,competition is good,left,288. Ghana,1. Male,.123889,.415416
19,6,3,left,288. Ghana,1. Male,.345556,.386945
28,University level,competition is good,5,288. Ghana,1. Male,.0825,.354167
23,8,6,5,288. Ghana,1. Male,.15675,.366667
24,5,3,5,288. Ghana,1. Male,.193333,.168565
20,5,competition is good,7,288. Ghana,1. Male,.138333,.09625
32,7,competition is good,right,288. Ghana,1. Male,.1375,.234583
22,6,2,7,288. Ghana,1. Male,.374445,.151945
36,University level,competition is good,6,288. Ghana,1. Male,.248889,.290416
23,7,5,5,288. Ghana,1. Male,.235556,.248333
21,8,2,7,288. Ghana,1. Male,.3875,.160787
20,3,2,9,288. Ghana,1. Male,.262778,.256667
23,7,2,8,288. Ghana,1. Male,.152222,.175092
23,University level,2,3,288. Ghana,1. Male,.152222,.34625
28,7,2,5,288. Ghana,1. Male,.178889,.220833
25,8,5,9,288. Ghana,1. Male,.207222,.2275
22,8,3,3,288. Ghana,1. Male,.151389,.269583
23,3,5,7,288. Ghana,1. Male,.165833,.09
27,3,3,7,288. Ghana,1. Male,.236111,.2075
43,5,competition is good,5,288. Ghana,1. Male,.262778,.496574
27,5,5,3,288. Ghana,1. Male,.25,.263194
20,3,5,5,288. Ghana,1. Male,.262778,.24875
33,8,3,6,288. Ghana,1. Male,.179445,.156852
25,University level,4,5,288. Ghana,1. Male,.138611,.361111
22,5,4,6,288. Ghana,1. Male,.346389,.145
19,7,3,8,288. Ghana,1. Male,.25,.214861
27,5,2,7,288. Ghana,1. Male,.444167,.235694
25,3,competition is harmful,6,288. Ghana,1. Male,.013889,.527778
20,8,3,6,288. Ghana,1. Male,.083333,.378935
25,6,2,6,288. Ghana,1. Male,.471667,.518102
27,5,2,5,288. Ghana,1. Male,.25,.262361
34,5,4,5,288. Ghana,1. Male,.263889,.392963
21,4,competition is good,5,288. Ghana,1. Male,.262778,.304167
36,3,competition is good,2,288. Ghana,1. Male,.346389,.355787
26,8,competition is good,6,288. Ghana,1. Male,.206389,.417732
28,7,2,5,288. Ghana,1. Male,.291111,.212685
40,University level,3,7,288. Ghana,1. Male,.123889,.570648
30,8,5,6,288. Ghana,1. Male,.083333,.31875
24,8,4,5,288. Ghana,1. Male,0,.223843
20,8,5,6,288. Ghana,1. Male,.124722,.390509
45,6,3,6,288. Ghana,1. Male,.263889,.26088
23,7,competition is good,7,288. Ghana,1. Male,.206945,.31875
23,8,competition is good,3,288. Ghana,1. Male,.097222,.383843
49,University level,2,5,288. Ghana,1. Male,.137778,.332917
25,University level,4,8,288. Ghana,1. Male,.193333,.138889
25,5,competition is good,8,288. Ghana,1. Male,.041389,.25
24,University level,competition is good,5,288. Ghana,1. Male,.345,.5
22,7,4,3,288. Ghana,1. Male,.428056,.429722
21,8,competition is good,8,288. Ghana,1. Male,.123889,.325695
40,7,5,6,288. Ghana,1. Male,.208056,.288102
35,8,2,3,288. Ghana,1. Male,.083333,.140509
40,3,5,6,288. Ghana,1. Male,.333056,.272731
28,7,5,6,288. Ghana,1. Male,.25,.309769
19,6,competition is good,9,288. Ghana,1. Male,.180556,.267685
33,6,3,8,288. Ghana,1. Male,.152222,0
34,5,2,7,288. Ghana,1. Male,.291667,.330463
47,3,5,6,288. Ghana,1. Male,.096389,.290833
26,3,3,left,288. Ghana,2. Female,.179167,.27
52,5,2,4,288. Ghana,2. Female,.290834,.381528
48,3,2,8,288. Ghana,2. Female,.11,.145
19,3,2,8,288. Ghana,2. Female,.165833,.43
20,8,competition is good,left,288. Ghana,2. Female,.165833,.374584
64,2,competition is good,left,288. Ghana,2. Female,.289722,.207083
21,5,competition is good,6,288. Ghana,2. Female,.401945,.173611
18,6,competition is good,left,288. Ghana,2. Female,.041389,.249583
52,4,competition is good,left,288. Ghana,2. Female,.262778,.157129
40,3,3,8,288. Ghana,2. Female,.097222,.193056
41,3,3,4,288. Ghana,2. Female,.152778,.34625
28,7,6,6,288. Ghana,2. Female,.0825,.284167
74,7,competition is good,left,288. Ghana,2. Female,.11,.234583
21,7,2,9,288. Ghana,2. Female,.193333,.09625
20,5,competition is good,left,288. Ghana,2. Female,.346945,.387917
20,7,competition is good,left,288. Ghana,2. Female,.096389,.234583
19,3,2,5,288. Ghana,2. Female,.124722,.29125
24,3,9,5,288. Ghana,2. Female,.151389,.377037
33,University level,3,9,288. Ghana,2. Female,.235556,.470834
21,8,9,5,288. Ghana,2. Female,.11,.133009
65,7,5,5,288. Ghana,2. Female,.165,.43
36,5,5,2,288. Ghana,2. Female,.194167,.255833
68,3,2,8,288. Ghana,2. Female,.11,.110833
50,7,5,3,288. Ghana,2. Female,.207778,.29125
24,No formal education,7,5,288. Ghana,2. Female,.165,.256667
18,6,5,4,288. Ghana,2. Female,.1525,.186667
30,5,competition is good,9,288. Ghana,2. Female,.3325,.187083
57,No formal education,5,8,288. Ghana,2. Female,.083333,.28375
44,5,competition is good,left,288. Ghana,2. Female,.1375,.207083
39,3,competition is good,left,288. Ghana,2. Female,.193333,.269583
43,3,5,5,288. Ghana,2. Female,.013889,.255833
23,7,competition is good,left,288. Ghana,2. Female,.123889,.359583
22,7,competition is good,left,288. Ghana,2. Female,.165,.411065
27,3,3,left,288. Ghana,2. Female,.290833,.423333
32,3,6,left,288. Ghana,2. Female,.2075,.40875
24,2,5,5,288. Ghana,2. Female,.11,.381667
29,5,competition is good,9,288. Ghana,2. Female,.055278,.249583
38,No formal education,competition is good,5,288. Ghana,2. Female,.041667,.207917
24,No formal education,5,8,288. Ghana,2. Female,.290278,.186667
29,3,2,5,288. Ghana,2. Female,.055,.229167
20,3,3,5,288. Ghana,2. Female,.263056,.437083
20,3,competition is good,9,288. Ghana,2. Female,.083333,.458333
42,2,2,3,288. Ghana,2. Female,.305,.520139
51,5,2,8,288. Ghana,2. Female,.304167,.34
20,7,2,5,288. Ghana,2. Female,.123889,.297917
37,2,2,8,288. Ghana,2. Female,.234445,.055
19,4,3,2,288. Ghana,2. Female,.277778,.374027
30,University level,4,6,288. Ghana,2. Female,.178889,.479167
64,2,7,6,288. Ghana,2. Female,.0275,.147593
35,5,7,7,288. Ghana,2. Female,.055,.187083
36,7,4,3,288. Ghana,2. Female,.013889,.399491
59,5,competition is good,7,288. Ghana,2. Female,.221667,.279676
27,2,5,3,288. Ghana,2. Female,.123889,.325833
56,3,5,4,288. Ghana,2. Female,.055,.096667
38,3,4,6,288. Ghana,2. Female,.165833,.242083
38,3,4,7,288. Ghana,2. Female,.11,.269583
34,8,competition is good,6,288. Ghana,2. Female,0,.437083
23,4,9,5,288. Ghana,2. Female,.374445,.411065
45,3,3,7,288. Ghana,2. Female,.249167,.191852
36,3,5,8,288. Ghana,2. Female,.221667,.272176
18,6,2,6,288. Ghana,2. Female,.055,.26088
27,7,competition is good,left,288. Ghana,2. Female,.097222,.564259
25,5,3,7,288. Ghana,2. Female,.346389,.12963
33,8,5,5,288. Ghana,2. Female,.166667,.338333
23,8,3,5,288. Ghana,2. Female,.083333,.25162
34,2,7,5,288. Ghana,2. Female,.180556,.222222
30,6,competition is good,3,288. Ghana,2. Female,.0825,.40875
57,3,competition is good,3,288. Ghana,2. Female,.220833,.249167
26,5,2,7,288. Ghana,2. Female,.276667,.263472
27,7,2,8,288. Ghana,2. Female,.305,.363009
48,4,8,7,288. Ghana,2. Female,.3325,.519306
25,3,2,9,288. Ghana,2. Female,.138333,.317917
39,3,4,6,288. Ghana,2. Female,.2775,.32787
19,7,competition is good,5,288. Ghana,2. Female,.456945,.361111
37,2,5,4,288. Ghana,2. Female,.110833,.179583
31,5,4,5,288. Ghana,2. Female,.346389,.294907
30,No formal education,4,4,288. Ghana,2. Female,.429722,.314537
50,3,4,6,288. Ghana,2. Female,.152222,.18625
37,7,4,6,288. Ghana,2. Female,.11,.486898
23,5,4,4,288. Ghana,2. Female,.208056,.183519
62,2,5,7,288. Ghana,2. Female,.0825,.348426
32,3,competition is good,5,288. Ghana,2. Female,.220556,.375
44,4,2,5,288. Ghana,2. Female,.165,.221667
23,3,6,6,288. Ghana,2. Female,.055,.337269
23,3,5,6,288. Ghana,2. Female,.221667,.249166
75,2,5,5,288. Ghana,2. Female,.0825,.34
48,3,7,5,288. Ghana,1. Male,.0275,.207083
22,3,7,7,288. Ghana,1. Male,.013889,.40125
20,4,competition is good,2,288. Ghana,1. Male,.124722,.443472
38,7,4,5,288. Ghana,1. Male,.166111,.2625
45,3,3,7,288. Ghana,1. Male,.0825,.0275
25,6,2,5,288. Ghana,1. Male,.097222,.235694
65,7,2,8,288. Ghana,1. Male,.0825,.15875
48,2,2,7,288. Ghana,1. Male,.235556,.110278
79,8,3,2,288. Ghana,1. Male,.165,.18625
70,3,2,left,288. Ghana,1. Male,.179722,.1175
75,No formal education,6,5,288. Ghana,1. Male,.124445,.200833
42,3,competition is good,left,288. Ghana,1. Male,.178889,.234583
32,2,5,5,288. Ghana,1. Male,.248333,.220833
55,3,competition is good,left,288. Ghana,1. Male,.319445,.333333
54,2,6,2,288. Ghana,1. Male,.290833,.15875
37,No formal education,competition is good,2,288. Ghana,1. Male,.263334,.159167
73,3,2,9,288. Ghana,1. Male,.123889,.055
35,3,competition is harmful,9,288. Ghana,1. Male,.096945,.29125
38,8,5,5,288. Ghana,1. Male,.11,.179583
34,5,5,5,288. Ghana,1. Male,.124445,.38125
69,5,competition is good,8,288. Ghana,1. Male,.206389,.1175
73,No formal education,2,8,288. Ghana,1. Male,.096389,.200833
21,3,5,5,288. Ghana,1. Male,.0275,.3125
18,6,5,5,288. Ghana,1. Male,.096945,.395834
18,3,competition is good,left,288. Ghana,1. Male,.124445,.083333
18,7,5,5,288. Ghana,1. Male,.096945,.04125
36,3,4,7,288. Ghana,1. Male,.178889,.055
40,No formal education,4,left,288. Ghana,1. Male,.152778,.203426
82,No formal education,2,8,288. Ghana,1. Male,.207778,.082778
62,5,4,7,288. Ghana,1. Male,.0825,.242083
65,No formal education,5,4,288. Ghana,1. Male,.192778,.331667
22,5,2,7,288. Ghana,1. Male,.124445,.055
23,2,competition is good,left,288. Ghana,1. Male,.207222,.152083
19,2,5,5,288. Ghana,1. Male,.179722,.366667
19,2,competition is good,left,288. Ghana,1. Male,.179722,.152083
45,3,2,9,288. Ghana,1. Male,.151945,.145
63,7,2,9,288. Ghana,1. Male,.110278,.2
62,3,5,5,288. Ghana,1. Male,.1375,.375
23,5,2,7,288. Ghana,1. Male,.041389,.187083
30,4,6,5,288. Ghana,1. Male,.137778,.04125
62,3,6,5,288. Ghana,1. Male,.137778,.145833
23,7,2,7,288. Ghana,1. Male,.055278,.10375
23,7,competition is good,left,288. Ghana,1. Male,.096389,.165
65,3,competition is good,left,288. Ghana,1. Male,.069445,.221667
27,No formal education,4,6,288. Ghana,1. Male,.041389,.1175
28,5,6,5,288. Ghana,1. Male,.137778,.249166
27,3,competition is good,right,288. Ghana,1. Male,.041667,.277083
33,7,competition is good,left,288. Ghana,1. Male,.041389,.18625
32,3,competition is good,2,288. Ghana,1. Male,.124445,.36
18,2,2,left,288. Ghana,1. Male,.3325,.215
20,4,3,4,288. Ghana,1. Male,.096389,.22412
25,5,3,5,288. Ghana,1. Male,.096389,.253796
68,2,competition is good,4,288. Ghana,1. Male,.276667,.365185
23,University level,4,7,288. Ghana,1. Male,.248333,.235417
31,3,competition is good,8,288. Ghana,1. Male,.305,.200833
20,2,5,6,288. Ghana,1. Male,.170639,.15875
39,3,4,6,288. Ghana,1. Male,.165833,.055
28,2,5,9,288. Ghana,1. Male,.263611,.152083
52,2,4,4,288. Ghana,2. Female,.2775,.338611
65,2,5,3,288. Ghana,2. Female,.110833,.22125
24,6,4,5,288. Ghana,2. Female,.166667,.269583
36,2,4,4,288. Ghana,2. Female,.110833,.283333
28,3,5,5,288. Ghana,2. Female,.194167,.297917
21,3,6,6,288. Ghana,2. Female,.206389,.305
21,3,5,6,288. Ghana,2. Female,.1925,.165
52,2,5,7,288. Ghana,2. Female,.083333,.415833
28,3,5,7,288. Ghana,2. Female,.249445,.283333
31,2,3,6,288. Ghana,2. Female,.151945,.0275
40,2,competition is harmful,7,288. Ghana,2. Female,.068889,.266204
29,2,5,4,288. Ghana,2. Female,.013889,.284445
44,3,3,7,288. Ghana,2. Female,.013889,.287037
26,3,2,8,288. Ghana,2. Female,.165833,.246852
35,2,3,7,288. Ghana,2. Female,.0825,.228333
45,2,competition is good,5,288. Ghana,2. Female,.11,.317917
58,2,competition is good,left,288. Ghana,2. Female,.234722,.29
52,2,2,2,288. Ghana,2. Female,.235834,.214167
35,2,6,6,288. Ghana,2. Female,.0825,.366667
54,2,5,6,288. Ghana,2. Female,.0825,.3125
32,2,4,8,288. Ghana,2. Female,.068889,.166667
36,3,3,7,288. Ghana,2. Female,.401111,.219352
62,2,competition is good,right,288. Ghana,2. Female,.234445,.31875
48,2,competition is good,5,288. Ghana,2. Female,.124445,.464584
23,4,7,5,288. Ghana,2. Female,.235834,.366667
22,7,7,5,288. Ghana,2. Female,.263611,.540834
20,No formal education,4,4,288. Ghana,2. Female,.178889,.055
35,No formal education,4,8,288. Ghana,2. Female,.096389,.346667
18,2,3,2,288. Ghana,2. Female,.4575,.155093
22,2,4,6,288. Ghana,2. Female,.041389,.1175
19,No formal education,3,8,288. Ghana,2. Female,.151389,.055
32,No formal education,5,5,288. Ghana,2. Female,.11,.359167
28,5,competition is good,left,288. Ghana,2. Female,.151945,.291667
31,7,competition is good,left,288. Ghana,2. Female,.0825,.248333
19,3,5,5,288. Ghana,2. Female,.165,.284167
40,2,5,8,288. Ghana,2. Female,.165278,.055
23,2,competition is good,left,288. Ghana,2. Female,.179722,.29
20,2,competition is good,4,288. Ghana,2. Female,.194167,.300509
23,No formal education,5,5,288. Ghana,2. Female,.0825,.394167
18,4,2,left,288. Ghana,2. Female,.290833,.313704
40,2,competition is good,left,288. Ghana,2. Female,.290555,.415416
38,2,competition is good,left,288. Ghana,2. Female,.234722,.2275
60,No formal education,5,left,288. Ghana,2. Female,.124445,.249166
50,2,2,5,288. Ghana,2. Female,.069445,.270833
50,2,3,6,288. Ghana,2. Female,.123889,.200833
28,3,5,6,288. Ghana,2. Female,.165,.442917
19,3,2,5,288. Ghana,2. Female,.096945,.297917
25,5,4,8,288. Ghana,2. Female,.165833,.147593
25,2,2,7,288. Ghana,2. Female,.123889,.3125
23,2,7,5,288. Ghana,2. Female,.208056,.284167
21,3,3,5,288. Ghana,2. Female,.318056,.361111
26,3,3,3,288. Ghana,2. Female,.013889,.314815
22,3,4,5,288. Ghana,2. Female,.013889,.305
51,No formal education,competition is good,8,288. Ghana,2. Female,.248333,.465
28,4,competition is good,8,288. Ghana,2. Female,.275833,.339167
22,2,4,6,288. Ghana,2. Female,.234722,.179583
23,3,4,8,288. Ghana,2. Female,.235278,.284445
24,5,4,3,288. Ghana,1. Male,.401389,.083333
21,5,3,3,288. Ghana,1. Male,.068889,.367222
21,University level,2,2,288. Ghana,1. Male,.29,.290833
22,5,competition is good,5,288. Ghana,1. Male,.165833,.165833
24,3,2,3,288. Ghana,1. Male,.235834,.1925
23,University level,2,2,288. Ghana,1. Male,.0825,.207917
18,University level,competition is good,5,288. Ghana,1. Male,.442778,.037037
21,University level,competition is good,9,288. Ghana,1. Male,.097222,.152083
24,University level,9,5,288. Ghana,1. Male,.193333,.21662
20,University level,2,4,288. Ghana,1. Male,.138333,.06875
22,University level,competition is good,5,288. Ghana,1. Male,.151389,.193333
24,University level,2,4,288. Ghana,1. Male,.1375,.263472
18,3,4,8,288. Ghana,1. Male,.096389,.331667
25,4,2,3,288. Ghana,1. Male,.123889,.13125
19,University level,competition is good,5,288. Ghana,1. Male,.207222,.105509
23,5,competition is good,5,288. Ghana,1. Male,.165,.270417
22,4,3,5,288. Ghana,1. Male,.249167,.161204
24,5,competition is good,6,288. Ghana,1. Male,.096389,.18463
19,University level,competition is good,5,288. Ghana,1. Male,.151945,.220833
36,3,3,3,288. Ghana,1. Male,.123889,.304444
75,5,competition is good,8,288. Ghana,1. Male,.221667,.124583
72,2,2,2,288. Ghana,1. Male,.055,.43
52,5,competition is good,2,288. Ghana,1. Male,.303333,.842037
45,6,competition is good,5,288. Ghana,1. Male,.151389,.216898
54,3,competition is good,4,288. Ghana,1. Male,.110833,.180139
45,University level,competition is good,7,288. Ghana,1. Male,.151389,.411065
49,5,competition is good,left,288. Ghana,1. Male,.207222,.359583
55,University level,competition is good,5,288. Ghana,1. Male,.235278,.33875
58,3,3,left,288. Ghana,1. Male,.318889,.254213
42,University level,2,right,288. Ghana,1. Male,.11,.321759
35,5,competition is good,5,288. Ghana,1. Male,.179445,.241806
35,3,3,2,288. Ghana,1. Male,.2075,.083333
26,6,competition is good,5,288. Ghana,1. Male,.235555,.198657
32,5,competition is good,5,288. Ghana,1. Male,.290555,.461713
26,University level,4,4,288. Ghana,1. Male,.11,.12375
30,5,competition is good,5,288. Ghana,1. Male,.2075,.380972
28,3,4,4,288. Ghana,1. Male,.2075,.310833
27,5,2,5,288. Ghana,1. Male,.248611,.19838
26,5,4,5,288. Ghana,1. Male,.248333,.31588
26,3,2,9,288. Ghana,1. Male,.457778,.152083
32,5,competition is good,5,288. Ghana,1. Male,.165833,.266204
27,University level,competition is good,5,288. Ghana,1. Male,.3325,.105509
42,3,3,3,288. Ghana,2. Female,.5,.333333
19,University level,4,5,288. Ghana,2. Female,.263056,.381528
22,3,7,5,288. Ghana,2. Female,.276667,.152083
18,University level,2,5,288. Ghana,2. Female,.194167,.374167
20,University level,2,8,288. Ghana,2. Female,.055,.207917
18,University level,competition is good,4,288. Ghana,2. Female,.3325,.120092
19,University level,competition is good,6,288. Ghana,2. Female,.165833,.270417
25,3,competition is good,6,288. Ghana,2. Female,.151389,.152083
25,3,competition is good,7,288. Ghana,2. Female,.123889,.304722
23,2,competition is good,5,288. Ghana,1. Male,.0825,.09625
22,No formal education,competition is good,8,288. Ghana,2. Female,.3325,.319445
24,University level,2,5,288. Ghana,2. Female,.234722,.436528
23,4,competition is good,5,288. Ghana,2. Female,.248333,.406713
19,University level,competition is good,left,288. Ghana,2. Female,.138333,.165833
24,University level,4,5,288. Ghana,2. Female,0,.450833
23,University level,2,5,288. Ghana,2. Female,.276667,.41162
18,3,competition is good,4,288. Ghana,2. Female,.207222,.193333
24,8,competition is good,5,288. Ghana,2. Female,.318889,.346667
21,University level,competition is good,5,288. Ghana,2. Female,.221667,.351019
20,University level,competition is good,2,288. Ghana,2. Female,.123889,.318333
44,2,competition is good,7,288. Ghana,2. Female,.151389,.457222
74,2,competition is good,left,288. Ghana,2. Female,.235278,.29125
48,2,4,5,288. Ghana,2. Female,.276667,.106065
49,7,competition is good,4,288. Ghana,2. Female,.179722,.235417
52,3,2,9,288. Ghana,2. Female,.1375,.09625
55,2,competition is good,3,288. Ghana,2. Female,.138333,.187083
64,3,4,5,288. Ghana,2. Female,.220833,.232546
39,5,competition is good,3,288. Ghana,2. Female,.290278,.4025
44,5,competition is good,5,288. Ghana,2. Female,.0825,.207917
39,2,4,6,288. Ghana,2. Female,.373889,.207083
36,3,competition is good,4,288. Ghana,2. Female,.1375,.193333
39,2,3,4,288. Ghana,2. Female,.0825,.29125
39,5,competition is good,left,288. Ghana,2. Female,.179445,.138333
31,4,competition is good,5,288. Ghana,2. Female,.123889,.225879
30,3,2,3,288. Ghana,2. Female,.068889,.244815
29,7,competition is good,5,288. Ghana,2. Female,.193333,.15875
28,4,competition is good,3,288. Ghana,2. Female,.401389,.358796
28,3,3,3,288. Ghana,2. Female,.11,.382732
28,4,2,4,288. Ghana,2. Female,.208056,.272732
26,University level,competition is good,left,288. Ghana,2. Female,.138333,.333333
29,University level,competition is good,left,288. Ghana,2. Female,.248333,.416667
26,University level,2,5,288. Ghana,2. Female,.317778,.396481
33,3,competition is good,2,288. Ghana,1. Male,.123889,.307454
22,4,2,6,288. Ghana,1. Male,.138333,.0825
22,University level,competition is good,7,288. Ghana,1. Male,.165278,.286204
25,5,competition is good,5,288. Ghana,1. Male,.193611,.276945
36,3,7,5,288. Ghana,1. Male,.123889,.359722
21,University level,competition is good,5,288. Ghana,1. Male,.179722,.193889
21,University level,2,9,288. Ghana,1. Male,.402222,.20287
23,5,2,3,288. Ghana,1. Male,.333333,.124583
23,5,competition is good,6,288. Ghana,1. Male,.165833,.124583
25,University level,5,7,288. Ghana,1. Male,.305,.105509
18,University level,competition is good,7,288. Ghana,1. Male,.179722,.142546
24,5,4,3,288. Ghana,1. Male,.180556,.26088
23,5,3,5,288. Ghana,1. Male,.041389,.151528
28,2,3,5,288. Ghana,1. Male,.234722,.286343
33,3,competition is good,5,288. Ghana,1. Male,.123889,.083333
29,3,5,5,288. Ghana,1. Male,.263889,.270417
34,5,competition is good,7,288. Ghana,1. Male,.221945,.087269
27,2,2,8,288. Ghana,1. Male,.208056,.281435
42,3,competition is good,3,288. Ghana,1. Male,.11,.30037
19,University level,competition is good,3,288. Ghana,1. Male,.25,.09
18,5,competition is good,5,288. Ghana,1. Male,.194167,.290416
25,University level,competition is good,left,288. Ghana,1. Male,.055,.152083
23,University level,competition is good,left,288. Ghana,1. Male,.041389,.215
25,5,competition is good,left,288. Ghana,1. Male,.220833,.227778
32,5,3,8,288. Ghana,1. Male,.137778,.228333
31,5,competition is good,5,288. Ghana,1. Male,.110278,.207639
42,5,competition is good,7,288. Ghana,1. Male,.165833,.415416
39,2,4,3,288. Ghana,1. Male,.262222,.297361
19,2,competition is good,5,288. Ghana,2. Female,.0275,.249167
24,2,competition is good,8,288. Ghana,2. Female,.331667,.291667
18,3,competition is good,5,288. Ghana,2. Female,.220833,.184352
18,3,4,4,288. Ghana,2. Female,.387778,.205602
22,3,5,3,288. Ghana,2. Female,.249167,.336019
18,3,3,5,288. Ghana,2. Female,.207222,.242083
18,3,3,3,288. Ghana,2. Female,.152222,.207361
26,2,2,3,288. Ghana,2. Female,.429722,.321482
34,No formal education,4,6,288. Ghana,2. Female,.2775,.385046
31,3,4,2,288. Ghana,2. Female,.276667,.300926
29,4,5,3,288. Ghana,2. Female,.165833,.290416
31,4,4,3,288. Ghana,2. Female,.11,.207917
21,University level,2,4,288. Ghana,2. Female,.5825,.374583
25,5,3,4,288. Ghana,2. Female,.082778,.637917
22,3,competition is good,5,288. Ghana,2. Female,.110278,.334676
23,3,competition is good,left,288. Ghana,2. Female,.275833,.448796
